max_error_x,max_error_y,max_error_norm,max_error_theta,cent_error_x,cent_error_y,cent_error_norm,cent_error_theta
-0.0024693, -0.236511, 0.236524, 0.000153422, -0.00347543, -0.174985, 0.175019, -0.0127535
0.00558424, -0.289463, 0.289517, 0.00173342, -0.00444841, -0.183237, 0.183291, -0.0143831
0.00612879, -0.156341, 0.156461, 0.00116992, -0.00367689, -0.12545, 0.125504, -0.00044477
-0.013329, -0.0140808, 0.0193889, -1.22786e-05, -0.00321102, -0.205287, 0.205312, -0.00353801
0.00338101, -0.186353, 0.186384, 0.00214219, -0.00417995, -0.105604, 0.105687, -0.00577104
-0.000751734, -0.261244, 0.261245, -0.00324702, -0.00143433, -0.196751, 0.196757, -0.0128411
0.00548649, -0.331185, 0.33123, 0.0017345, 0.00111771, -0.0908763, 0.0908832, -0.00509393
0.00662994, -0.413719, 0.413772, 0.00205469, -0.00271654, -0.175755, 0.175776, -0.00840247
-0.0090344, 0.24825, 0.248414, -0.00937772, 0.00377059, -0.123958, 0.124015, -0.00640893
0.000257969, -0.233508, 0.233508, 0.00435436, 0.00121617, -0.0608156, 0.0608277, -0.00585711
-0.0120115, 0.0304768, 0.0327584, -0.00241423, 0.00513124, -0.0878251, 0.0879748, -0.003281
-0.00782442, 0.205305, 0.205454, -0.00244033, 0.00585604, -0.032758, 0.0332773, 0.00250077
0.00840759, 0.285684, 0.285808, 0.00624967, 0.00694036, 0.00214219, 0.00726345, -0.000497341
-0.00160956, -0.277149, 0.277154, -0.000778317, 0.00998378, -0.00728583, 0.0123596, 0.00765061
0.0375347, -0.0603622, 0.0710806, 0.0126927, 0.0123055, -0.0604919, 0.0617309, 0.0126094
-0.00164056, -0.27823, 0.278235, 0.00115371, 0.00732088, -0.0199909, 0.0212893, 0.00609255
0.0127797, -0.366061, 0.366284, 0.00744498, 0.0023098, -0.00651217, 0.00690966, -0.0062176
0.00354195, -0.116479, 0.116533, 0.00409925, -0.000435114, 0.00260162, 0.00263776, 0.000981688
0.00660944, -0.228435, 0.228531, 0.00582421, 0.00362849, -0.0935869, 0.0936572, 0.00146496
-0.00447965, 0.343945, 0.343975, -0.00210071, 0.00227332, -0.0498052, 0.049857, -0.00132239
0.0180304, -0.0432581, 0.0468653, 0.0046941, 0.00767517, -0.0102664, 0.0128183, 0.01618
0.0080092, -0.279025, 0.27914, 0.00579393, 0.00142097, 0.118359, 0.118367, 0.0066489
-0.00451612, 0.252038, 0.252079, -0.00272858, 0.00212526, 0.0202682, 0.0203793, -0.000365496
-0.00470829, 0.283464, 0.283503, -0.000212073, -0.000454903, -0.00100911, 0.0011069, 0.000415325
0.00658917, -0.264845, 0.264927, 0.00392807, 0.00142646, -0.0994048, 0.099415, -0.0060792
-0.00198722, 0.0882422, 0.0882646, -0.000866532, 0.00514722, -0.139068, 0.139164, 0.0178521
0.00666738, -0.419842, 0.419895, 0.00349832, 0.00367546, -0.110286, 0.110347, 0.00912976
0.00209665, -0.359116, 0.359122, 0.00248528, 0.00525975, -0.170357, 0.170438, 0.0165852
-0.00461674, 0.123746, 0.123832, -0.00599444, 0.00229216, -0.166826, 0.166842, 0.00126696
0.00121498, -0.00390753, 0.00409206, -0.00277877, -0.000614882, -0.0642373, 0.0642402, 0.00014627
0.0037446, -0.0865651, 0.086646, 0.00617611, 0.00270152, -0.152199, 0.152223, 0.00487435
0.00194025, -0.0392392, 0.0392871, 0.00290644, 0.00180054, -0.191712, 0.191721, -6.1512e-05
-0.000138521, 0.107604, 0.107604, -0.000518322, 0.00432897, -0.266355, 0.26639, 0.0172468
-0.00470662, -0.0202554, 0.0207951, -0.00134706, -0.00465274, -0.115337, 0.115431, 0.0113457
0.00216699, -0.0134367, 0.0136103, 0.0126033, -0.00446367, -0.126977, 0.127055, 0.00560224
-0.0013659, 0.0678149, 0.0678286, -0.010269, -0.00313544, -0.25698, 0.256999, -0.00283051
0.0049994, -0.00564346, 0.0075394, -0.0114256, -0.00556016, -0.215136, 0.215208, -0.00699925
0.00470304, 0.0262477, 0.0266658, -0.0174234, -0.00522089, -0.180337, 0.180413, 0.00224578
0.00822735, -0.349104, 0.349201, 0.00176513, -0.00359488, -0.236728, 0.236755, -0.00102246
-0.0132091, -0.0537166, 0.0553168, 0.00983918, -0.00255704, -0.184319, 0.184337, 0.0130286
-0.0166447, -0.00179613, 0.0167413, -0.0161506, -0.00832486, -0.147518, 0.147753, -0.0092839
0.00198388, 0.0107433, 0.0109249, -0.00561547, -0.00996447, -0.119937, 0.12035, -0.00649619
0.00357151, -0.032993, 0.0331858, 0.0252316, -0.0103729, -0.161568, 0.1619, -0.00836062
-0.0103045, -0.0150384, 0.0182301, 0.00548851, -0.00775671, -0.170584, 0.17076, -0.00972247
-0.0103226, -0.0323149, 0.0339236, -0.000970125, -0.00427747, -0.144037, 0.1441, 0.00716639
-0.00470209, -0.0548575, 0.0550586, 0.0143071, -0.00584769, -0.127505, 0.127639, 0.00662637
-0.0128324, 0.034404, 0.0367193, -0.00193846, -0.00528765, -0.110346, 0.110472, -0.0103959
-0.00960326, 0.0114554, 0.0149482, -0.00689757, -0.00331759, -0.116062, 0.116109, -0.00285912
-0.0143771, 0.022283, 0.0265185, -0.0127662, -0.00330806, -0.0459785, 0.0460974, -0.00601506
-0.00745773, -0.0517217, 0.0522566, -0.0401673, -3.33786e-05, -0.163902, 0.163902, 0.00219023
-0.0131991, 0.0431514, 0.0451249, -0.0162802, -0.000487328, -0.0607074, 0.0607094, 0.00211811
0.00704765, -0.0566738, 0.0571103, 0.00901294, -0.00100589, -0.163203, 0.163206, -0.0079031
-0.00751376, -0.0446883, 0.0453156, 0.00932467, 0.00075841, -0.0224726, 0.0224854, -0.00303006
-0.00810266, 0.0148151, 0.0168861, -0.00344217, -0.0025847, -0.0413691, 0.0414497, 0.00216568
-0.0107446, 0.0438217, 0.0451197, -0.0091759, 0.00062418, -0.135802, 0.135803, 0.00678217
-0.0061667, -0.0105889, 0.0122537, -0.00395238, -0.0017612, -0.0362638, 0.0363066, 0.00669241
0.0105023, -0.0229442, 0.0252336, 0.0258434, -0.00507903, -0.181293, 0.181364, 0.00818658
0.00421238, 0.0110936, 0.0118664, 0.00662768, -0.00462508, -0.0251553, 0.025577, -0.00511825
-0.0157943, -0.0374649, 0.040658, 0.0100145, -0.000750065, -0.127749, 0.127751, -0.00375473
0.0169237, -0.0333989, 0.0374419, 0.0123773, 0.00460911, -0.0936105, 0.0937239, -0.000214338
-0.0111656, 0.00577474, 0.0125705, -0.00545263, 0.000962019, -0.037097, 0.0371094, 0.00390708
-0.00937438, -0.024874, 0.0265818, 0.00284469, 0.00103402, -0.106365, 0.10637, 0.0204272
-0.012512, 0.0202179, 0.0237763, -0.00889802, -0.00175762, -0.0721896, 0.072211, 0.0224822
-0.0226278, -0.00762606, 0.0238783, -0.00775015, -0.00600863, 0.0363114, 0.0368052, 0.0251583
0.00688648, -0.0200081, 0.02116, 0.0161041, -0.00429535, 0.0187337, 0.0192199, 0.00834966
-0.0104623, -0.029542, 0.0313399, 0.0175889, -0.000405312, -0.0714519, 0.071453, 0.0126983
-0.00335836, -0.00345135, 0.00481564, 0.00815701, 0.00322056, -0.0444953, 0.0446117, 0.0203419
-0.00315428, 0.000505686, 0.00319456, -0.00276339, 0.000944614, -0.085809, 0.0858142, 0.0156919
-0.00181985, -0.000308514, 0.00184581, 0.0503204, -0.00121927, 0.0401707, 0.0401892, 0.112205
-0.013679, 0.0272141, 0.0304585, -0.022563, 0.000875473, 0.0381694, 0.0381794, 0.0335221
0.0299275, 0.0104678, 0.0317053, 0.00585783, 0.00605512, 0.0267668, 0.0274431, 0.0877846
-0.0174394, 0.00265765, 0.0176407, 0.00328279, 0.00188804, 0.0162108, 0.0163204, 0.0169474
0.0292478, 0.0123169, 0.0317354, 0.0461005, 0.00472665, 0.0215774, 0.022089, 0.140456
-0.0401268, -0.0364916, 0.0542384, 0.0462526, -0.00676179, 0.00634241, 0.00927081, 0.112051
0.0187337, -0.0164046, 0.0249011, -0.0120623, -0.00657916, 0.00772309, 0.0101455, 0.00825077
0.0667264, 0.069222, 0.0961462, -0.0433432, -0.00888634, 0.0100291, 0.0133996, 0.0806218
0.0717618, 0.0734072, 0.102657, -0.0288562, -0.0183334, 0.00421786, 0.0188124, 0.0750129
0.00891495, 0.011894, 0.0148642, -0.102054, -0.0376465, -0.0129108, 0.0397989, -0.050722
-0.00628734, -0.00588369, 0.00861095, 0.00280109, -0.0192218, 0.0172806, 0.0258475, 0.000128478
0.00596595, 0.0362241, 0.0367121, -0.0109731, -0.0409231, -0.00277376, 0.041017, 0.0600528
-0.0147626, 0.0296981, 0.033165, -0.0099676, -0.0383952, 0.00721812, 0.0390678, 0.0600371
-0.120712, -0.0461059, 0.129217, -0.0274072, -0.0415032, 0.00570202, 0.0418931, -0.0600481
-0.0346055, 0.0439622, 0.0559484, -0.0413168, -0.00782704, 0.0117111, 0.0140859, -0.0337906
-0.122578, -0.000300169, 0.122579, -0.00672984, -0.0802369, 0.0172939, 0.0820795, -0.0248601
0.156886, 0.0519209, 0.165254, -0.0200189, -0.00342965, 0.0331485, 0.0333255, -0.0474033
0.0559926, 0.0454066, 0.0720897, -0.0207044, -0.109619, 0.0247314, 0.112375, -0.0455038
0.260259, 0.0431619, 0.263813, -0.0205131, 0.0929961, 0.0219188, 0.0955443, -0.043516
0.190422, 0.0381219, 0.1942, -0.02977, 0.145374, 0.0247786, 0.14747, -0.0383952
0.0875537, 0.0374367, 0.0952217, -0.0191886, 0.0994895, 0.0237689, 0.102289, -0.0369812
0.191251, 0.027072, 0.193158, -0.0107429, 0.042057, 0.0166407, 0.0452295, -0.0336269
0.0291407, 0.0326781, 0.043784, -0.0170641, 0.218058, 0.0163758, 0.218672, -0.0341759
0.117315, -0.00201464, 0.117332, -0.00349556, 0.11392, 0.00472045, 0.114018, -0.0112909
0.146477, -0.00578475, 0.146591, 0.00299368, 0.192835, 0.00682664, 0.192956, -0.0134493
-0.00463152, 0.00335765, 0.00572056, 0.00401423, 0.152589, 0.00949502, 0.152884, -0.0113649
-0.15787, 2.69413e-05, 0.15787, 0.00311922, -0.0172794, 0.00395203, 0.0177256, -0.00831952
0.00298595, 0.00357556, 0.00465839, 0.000172187, 0.0685025, 0.00744939, 0.0689064, -0.0156474
0.195376, 0.0192354, 0.196321, -0.0106687, 0.0224569, 0.0024333, 0.0225883, -0.00346665
0.262501, -0.00875068, 0.262647, 0.00178418, 0.0585448, 0.00361276, 0.0586561, -0.00400402
-0.0324792, 0.0062108, 0.0330677, -0.00296301, 0.162865, 0.00321865, 0.162897, -0.00508635
0.155478, -0.00737572, 0.155653, 0.00436819, 0.0143194, 0.00158596, 0.014407, 0.000824695
0.136914, -0.00709438, 0.137098, 0.000340162, 0.105546, 0.000954151, 0.10555, 0.00288926
0.338413, 0.00117087, 0.338415, -0.000452863, 0.136238, 0.00253606, 0.136262, -0.00358259
0.119681, -0.0199833, 0.121338, 0.00953848, 0.180459, 0.00403762, 0.180504, -0.0044681
-0.0974594, 0.00123644, 0.0974673, -0.00135557, 0.220391, 0.00179076, 0.220399, -0.00199982
0.23096, -0.00202966, 0.230969, 0.000173349, 0.0977509, -0.000370741, 0.0977516, -0.00745815
0.187317, -0.00493526, 0.187382, 0.00169848, 0.0741742, -0.00344825, 0.0742543, 0.00950078
0.0272964, 0.00483441, 0.0277212, -0.00416914, 0.119913, -0.00263, 0.119942, 0.00834047
-0.00653255, -0.00588059, 0.00878952, 0.00525581, 0.0733426, -0.00249314, 0.073385, 0.00648047
-0.0118029, 0.00447345, 0.0126222, -0.0044882, -0.0336706, -0.00031662, 0.0336721, -0.00499263
-0.0185291, 0.00372696, 0.0189002, 0.000103729, -0.00197744, -0.00117636, 0.00230089, 0.00409006
-0.0224697, 0.00354576, 0.0227477, 0.00167966, -0.0575269, -0.00132251, 0.0575421, 0.00013379
0.137233, -0.00500154, 0.137324, 0.000862312, 0.0493114, 0.00115228, 0.0493249, 0.00269759
0.026811, -0.00208735, 0.0268921, 0.0010389, -0.0735243, -0.00151229, 0.0735398, 0.00414051
-0.042139, -0.00938678, 0.0431718, 0.00166322, -0.042457, -0.000594378, 0.0424612, -0.00501129
-0.0741313, -0.00135732, 0.0741437, -0.000579209, -0.108587, -0.00164127, 0.108599, -0.0080347
0.0332645, 0.00471091, 0.0335964, 0.000406448, -0.0784024, -0.00340915, 0.0784765, -0.00319067
-0.0170833, 0.00408697, 0.0175654, -0.00156977, -0.0403155, -0.00225568, 0.0403785, -0.00178202
-0.0426984, -0.0229754, 0.0484874, 0.00700941, -0.00951308, -0.00217247, 0.00975799, 0.00736768
-0.0459748, -0.00052166, 0.0459777, 0.00727811, -0.0510182, -0.00105786, 0.0510291, 0.00833113
-0.0163456, -0.000236273, 0.0163473, -0.0171169, -0.0222177, -0.00141668, 0.0222628, -0.00101813
0.0165847, 0.0198045, 0.0258316, 0.00192745, -0.0496599, -0.00127697, 0.0496763, 0.00280858
-0.0256951, -0.0070262, 0.0266385, 0.000376152, -0.00615168, 0.00040555, 0.00616503, -0.00322144
0.032378, -0.00650048, 0.0330241, 0.00471842, 0.00307572, 0.000375986, 0.00309861, -0.00944164
-0.00352073, 0.0332344, 0.0334203, -0.0142664, -0.0905944, 0.00538445, 0.0907542, -0.01656
-0.00115407, 0.0175972, 0.017635, -0.023186, 0.00128675, 0.00158334, 0.00204026, -0.00163482
0.00696766, -0.00293255, 0.00755964, 0.0112095, -0.0754472, -0.000156164, 0.0754474, -0.00171216
-0.0187005, 0.000922918, 0.0187232, -0.00631264, 0.0434601, 0.00364542, 0.0436128, -0.00552758
-0.0561255, 0.000542879, 0.0561281, 0.0102986, -0.0428176, 0.00259471, 0.0428961, -0.0123316
-0.0180818, 0.00550675, 0.0189017, 0.00170269, -0.0577409, 0.00306487, 0.0578222, -0.00932237
-0.0239744, 0.0118494, 0.0267429, -7.95033e-05, -0.0150898, -0.00151825, 0.0151659, -0.00120738
0.00252032, 0.0124128, 0.0126661, -0.00301682, 0.0142223, 0.000222206, 0.014224, -0.00477679
0.0162189, 0.00565577, 0.0171767, -0.0124154, 0.0679709, -0.00162458, 0.0679903, -0.0046553
-0.015885, -0.00149632, 0.0159553, 0.00219478, -0.0677087, -0.0078156, 0.0681583, 0.0042132
0.0128644, -0.0166354, 0.0210292, 0.000875095, -0.00246453, -0.00458312, 0.00520374, -0.00450841
0.0176041, -0.00537992, 0.0184078, -0.0112105, -0.00673127, -0.00944328, 0.0115968, 0.00469997
0.012085, -0.00190067, 0.0122335, 0.0113255, -0.0218925, -0.0138276, 0.0258937, 0.000776811
-0.0294213, -0.0036552, 0.0296475, 0.00299177, 0.00340652, -0.0110667, 0.0115791, 0.00337226
-0.0164135, -0.0121784, 0.0204381, 0.0211779, -0.0667186, -0.00915456, 0.0673437, -0.00858626
0.00426769, -0.00979972, 0.0106887, 0.0122675, -0.0500376, -0.010396, 0.0511062, -0.00908899
-0.00167227, -0.0367343, 0.0367724, 0.0124865, -0.090682, -0.0165493, 0.0921798, -0.0150375
-0.0125828, -0.0371678, 0.0392399, 0.0356849, -0.0518079, -0.0184243, 0.0549865, -0.00879487
-0.0185871, -0.0319486, 0.036962, 0.0112502, -0.137338, -0.018616, 0.138594, 0.00193289
0.0647588, -0.0364928, 0.0743332, -0.030282, -0.190544, -0.0218434, 0.191792, -0.00654277
-0.0231462, -0.0350654, 0.0420158, 0.0491935, -0.137838, -0.0289361, 0.140842, -0.00610569
-0.0369668, -0.0336201, 0.0499686, 0.0162162, -0.103107, -0.0343297, 0.108672, 0.0059891
0.0115004, -0.0644121, 0.0654307, -0.0105702, -0.0948381, -0.0450175, 0.10498, 0.00583867
0.00488329, -0.0662484, 0.0664281, 0.00226656, -0.0831606, -0.0459733, 0.0950223, -0.00551783
0.0106742, -0.0573993, 0.0583834, -0.0185627, 0.0239503, -0.04755, 0.0532411, 0.0860426
-0.0418255, -0.0330005, 0.0532767, 0.00692619, 0.0143778, -0.0498352, 0.0518678, 0.0879778
-0.00114465, -0.0595531, 0.0595641, 0.0114321, 0.0319483, -0.0497463, 0.0591218, 0.0779921
0.0070951, -0.0609326, 0.0613443, 0.0112482, 0.0402863, -0.0521708, 0.0659149, 0.0722088
-0.0148304, -0.0255892, 0.0295761, 0.0244732, 0.0324259, -0.0463536, 0.0565694, 0.042985
-0.0385141, -0.0456991, 0.0597641, 0.0235209, 0.00152469, -0.0438352, 0.0438617, 0.0578824
-0.0307875, -0.0499771, 0.058699, -0.0855004, -0.0192001, -0.0347424, 0.0396948, -0.0431352
-0.012203, -0.0640657, 0.0652175, 0.00889981, -0.0218234, -0.038563, 0.0443099, 0.0393202
0.0184617, -0.0697203, 0.0721232, 0.00292921, -0.0123196, -0.0417039, 0.0434855, -0.0300888
-0.00546646, -0.076503, 0.0766981, 0.0145214, -0.0223846, -0.0522807, 0.0568713, 0.0707892
0.0134478, -0.102879, 0.103754, -0.000231624, -0.00909114, -0.0696578, 0.0702485, 0.0389627
0.00507236, -0.0948811, 0.0950165, 0.00387752, -0.0164149, -0.0578444, 0.0601284, 0.0591124
0.0242965, -0.107047, 0.10977, -0.00881481, -0.0111651, -0.0631847, 0.0641636, 0.0439489
-0.0138321, -0.00482011, 0.0146479, -0.00680637, -0.0112441, -0.0507338, 0.0519649, 0.0225555
0.0342629, -0.0748584, 0.082327, -0.00826418, 0.013396, -0.0988708, 0.0997741, -0.0571411
0.0187409, 0.029532, 0.0349765, -0.0119495, 0.0106428, 0.0123358, 0.0162923, -0.0285118
0.0188367, 0.000671625, 0.0188487, -0.00721097, 0.0154247, -0.0143387, 0.0210599, -0.0328494
-0.0125661, -0.0481818, 0.0497935, 0.0125172, 0.0124071, -0.165522, 0.165986, -0.0399255
-0.0164859, 0.0811117, 0.0827701, 0.0116405, 0.0110188, -0.0254772, 0.0277579, -0.0370388
0.0209746, 0.0121925, 0.0242609, -0.00675941, 0.0132809, 0.00980139, 0.016506, -0.0288522
0.0134578, -0.326328, 0.326605, -0.00718856, 0.0159416, -0.197848, 0.198489, -0.014832
0.0180471, -0.00564337, 0.0189089, -0.00306177, 0.0159264, -0.117303, 0.118379, -0.0244819
0.0175169, -0.00923824, 0.0198037, -0.0117903, 0.0145776, -0.165229, 0.16587, -0.0210851
