max_error_x,max_error_y,max_error_norm,max_error_theta,cent_error_x,cent_error_y,cent_error_norm,cent_error_theta
0.0212941, 0.0490564, 0.0534787, -0.11985, 0.00964928, 0.0272195, 0.0288792, -0.134755
0.00627613, 0.00544494, 0.00830886, -0.108654, 0.0202627, 0.0212036, 0.0293287, -0.149417
0.0380301, 0.0590113, 0.0702041, -0.0973186, -7.29561e-05, 0.000513926, 0.000519079, -0.155629
0.0343585, 0.0376646, 0.0509816, -0.0748987, 0.0284085, 0.0230434, 0.0365792, -0.11302
0.0348125, 0.0337817, 0.0485089, -0.0956551, 0.015264, 0.018517, 0.0239973, -0.112002
0.0434098, 0.0341785, 0.0552502, -0.107603, 0.0141463, 0.0145378, 0.0202846, -0.113526
0.0551867, 0.0345686, 0.0651196, -0.118436, 0.0288825, 0.0180156, 0.0340406, -0.13267
0.0555663, 0.0135, 0.0571827, -0.0849591, 0.038733, 0.0188203, 0.0430633, -0.136139
0.0465851, 0.0294733, 0.0551257, -0.105965, 0.043375, 0.0124585, 0.0451288, -0.110721
0.0644569, 0.00869925, 0.0650413, -0.110881, 0.0207176, 0.00257166, 0.0208766, -0.0935988
0.0636139, -0.00405638, 0.0637431, -0.108161, 0.0399742, 0.00134994, 0.039997, -0.101752
0.0556736, -0.00887647, 0.0563768, -0.101023, 0.04354, -0.00214201, 0.0435927, -0.0890737
0.0303202, 0.0195783, 0.0360918, -0.0980782, 0.0457678, -0.00597804, 0.0461565, -0.0926891
0.0556107, 0.00638882, 0.0559764, -0.101326, 0.0591068, -0.0109699, 0.0601162, -0.0946363
0.0460424, -0.0323125, 0.0562495, -0.088257, 0.0577593, -0.0131642, 0.0592405, -0.0780868
0.046833, -0.00644003, 0.0472738, -0.0974306, 0.0603647, -0.0124087, 0.0616269, -0.0918678
0.0393047, 0.00793506, 0.0400977, -0.0936976, 0.0322199, 0.00304384, 0.0323633, -0.0942473
0.0489101, -0.0279351, 0.0563256, -0.107424, 0.0396061, -0.0172703, 0.0432077, -0.0999399
